sid,label,max_before,max_after,pred_before,pred_after,changed
15346,0,0.43019819259643555,0.43019819259643555,0,0,0
15364,0,0.43019819259643555,0.43019819259643555,0,0,0
15367,1,0.4267871081829071,0.4267871081829071,0,0,0
15430,0,0.4054636061191559,0.4054636061191559,0,0,0
15473,1,0.4267871081829071,0.4267871081829071,0,0,0
15477,1,0.40611177682876587,0.40611177682876587,0,0,0
15524,1,0.4171176254749298,0.4171176254749298,0,0,0
15533,0,0.4055909514427185,0.4055909514427185,0,0,0
15544,0,0.4259481430053711,0.4259481430053711,0,0,0
15558,0,0.4253687858581543,0.4253687858581543,0,0,0
15600,1,0.39475253224372864,0.39475253224372864,0,0,0
15623,1,0.43019819259643555,0.43019819259643555,0,0,0
15625,0,0.4054636061191559,0.4054636061191559,0,0,0
15699,0,0.4267871081829071,0.4267871081829071,0,0,0
15743,1,0.42693379521369934,0.4234326481819153,0,0,0
15803,1,0.4054636061191559,0.4054636061191559,0,0,0
15805,1,0.41939935088157654,0.41939935088157654,0,0,0
15807,1,0.4267871081829071,0.42326784133911133,0,0,0
15816,1,0.4267871081829071,0.4267871081829071,0,0,0
15817,0,0.3901761472225189,0.3901761472225189,0,0,0
15908,0,0.4267871081829071,0.4267871081829071,0,0,0
15931,0,0.4267871081829071,0.4267871081829071,0,0,0
15966,0,0.4267871081829071,0.4267871081829071,0,0,0
15969,0,0.42805060744285583,0.42805060744285583,0,0,0
15981,0,0.39213308691978455,0.39213308691978455,0,0,0
16091,1,0.4267871081829071,0.42227643728256226,0,0,0
16097,0,0.43019819259643555,0.43019819259643555,0,0,0
16111,0,0.4054636061191559,0.4054636061191559,0,0,0
16121,1,0.41768527030944824,0.41768527030944824,0,0,0
16122,0,0.3910423219203949,0.3910423219203949,0,0,0
16130,1,0.40468940138816833,0.40468940138816833,0,0,0
16193,1,0.4044462740421295,0.4044462740421295,0,0,0
1620,0,0.4053388833999634,0.4053388833999634,0,0,0
1621,0,0.40514275431632996,0.40514275431632996,0,0,0
16239,0,0.3893527388572693,0.3893527388572693,0,0,0
16244,1,0.43019819259643555,0.43019819259643555,0,0,0
16279,1,0.4045298993587494,0.4045298993587494,0,0,0
16294,0,0.40448495745658875,0.40448495745658875,0,0,0
16315,0,0.4267871081829071,0.4267871081829071,0,0,0
16368,0,0.4054636061191559,0.4054636061191559,0,0,0
16375,1,0.4054636061191559,0.4054636061191559,0,0,0
16501,0,0.4054636061191559,0.4054636061191559,0,0,0
16535,1,0.4054636061191559,0.40546363592147827,0,0,0
1654,1,0.40514275431632996,0.40514275431632996,0,0,0
16549,1,0.4267871081829071,0.4202084541320801,0,0,0
16556,1,0.4259481430053711,0.4259481430053711,0,0,0
16623,1,0.40515559911727905,0.40515559911727905,0,0,0
16643,0,0.4054636061191559,0.4054636061191559,0,0,0
16648,0,0.3895585834980011,0.3895585834980011,0,0,0
16654,0,0.4054636061191559,0.4054636061191559,0,0,0
16706,1,0.4259481430053711,0.4259481430053711,0,0,0
16718,0,0.4045298993587494,0.4045298993587494,0,0,0
16746,1,0.4267871081829071,0.42650026082992554,0,0,0
16757,0,0.4054636061191559,0.4054636061191559,0,0,0
168,1,0.417871356010437,0.417871356010437,0,0,0
16814,1,0.40468940138816833,0.40468940138816833,0,0,0
16817,0,0.4052322208881378,0.4052322208881378,0,0,0
16841,0,0.4054636061191559,0.4054636061191559,0,0,0
16865,0,0.4267871081829071,0.4267871081829071,0,0,0
16924,0,0.4054636061191559,0.4054636061191559,0,0,0
16938,0,0.4057390093803406,0.4057390093803406,0,0,0
16966,1,0.41939935088157654,0.41939935088157654,0,0,0
16999,0,0.4267871081829071,0.4267871081829071,0,0,0
17044,0,0.4267871081829071,0.4267871081829071,0,0,0
17058,1,0.41939935088157654,0.41939935088157654,0,0,0
17062,0,0.4054636061191559,0.4054636061191559,0,0,0
17079,0,0.4054636061191559,0.4054636061191559,0,0,0
17130,1,0.4045298993587494,0.4045298993587494,0,0,0
17144,0,0.4054636061191559,0.4054636061191559,0,0,0
17160,1,0.4264896512031555,0.4264896512031555,0,0,0
17201,0,0.4054636061191559,0.4054636061191559,0,0,0
17232,0,0.40514275431632996,0.40514275431632996,0,0,0
17258,1,0.4057208001613617,0.4057208001613617,0,0,0
17277,0,0.4054636061191559,0.4054636061191559,0,0,0
17289,0,0.4054636061191559,0.4054636061191559,0,0,0
17309,0,0.4054636061191559,0.4054636061191559,0,0,0
1740,1,0.4259481430053711,0.42344605922698975,0,0,0
17410,1,0.43019819259643555,0.43019819259643555,0,0,0
17419,1,0.4259481430053711,0.4259481430053711,0,0,0
17442,0,0.4054636061191559,0.4054636061191559,0,0,0
1745,1,0.43019819259643555,0.43019819259643555,0,0,0
17458,0,0.39489129185676575,0.39489129185676575,0,0,0
17542,0,0.42693379521369934,0.42693379521369934,0,0,0
17587,1,0.40897613763809204,0.40897613763809204,0,0,0
17597,0,0.4054636061191559,0.4054636061191559,0,0,0
17602,1,0.39526453614234924,0.39526453614234924,0,0,0
17648,1,0.40569162368774414,0.40569162368774414,0,0,0
17774,0,0.4054636061191559,0.4054636061191559,0,0,0
17794,0,0.4054636061191559,0.4054636061191559,0,0,0
17804,1,0.3904733955860138,0.3904733955860138,0,0,0
17835,1,0.40611177682876587,0.40611177682876587,0,0,0
17845,0,0.3899673819541931,0.3899673819541931,0,0,0
17850,0,0.4054636061191559,0.4054636061191559,0,0,0
17897,0,0.42785245180130005,0.42785245180130005,0,0,0
17901,1,0.4267871081829071,0.4238414168357849,0,0,0
17916,1,0.39526453614234924,0.39526450634002686,0,0,0
17919,1,0.4259481430053711,0.4259481430053711,0,0,0
17965,1,0.3901198208332062,0.3901198208332062,0,0,0
18004,1,0.40448054671287537,0.40448054671287537,0,0,0
18005,1,0.42693379521369934,0.42693379521369934,0,0,0
18009,0,0.4054636061191559,0.4054636061191559,0,0,0
1801,1,0.40514275431632996,0.40514275431632996,0,0,0
18021,0,0.4054636061191559,0.4054636061191559,0,0,0
18090,1,0.4267871081829071,0.42162126302719116,0,0,0
18107,1,0.4209469258785248,0.4209469258785248,0,0,0
18129,1,0.4267871081829071,0.4257962703704834,0,0,0
18138,1,0.4054636061191559,0.4054636061191559,0,0,0
1815,1,0.40514275431632996,0.40514275431632996,0,0,0
18159,0,0.4058395028114319,0.4058395028114319,0,0,0
18179,0,0.4054636061191559,0.4054636061191559,0,0,0
18217,0,0.4054636061191559,0.4054636061191559,0,0,0
18242,1,0.4259481430053711,0.4259481430053711,0,0,0
18262,0,0.4054636061191559,0.4054636061191559,0,0,0
18263,1,0.3897244334220886,0.3897244334220886,0,0,0
18278,0,0.4054636061191559,0.4054636061191559,0,0,0
18373,1,0.4254872798919678,0.4254872798919678,0,0,0
18383,0,0.43019819259643555,0.43019819259643555,0,0,0
18388,1,0.40461403131484985,0.40461403131484985,0,0,0
18462,1,0.4045298993587494,0.4045298993587494,0,0,0
18481,0,0.4054636061191559,0.4054636061191559,0,0,0
18482,0,0.4054636061191559,0.4054636061191559,0,0,0
18518,0,0.4267871081829071,0.4267871081829071,0,0,0
18533,0,0.4054636061191559,0.4054636061191559,0,0,0
18628,1,0.4267871081829071,0.4267871081829071,0,0,0
18656,0,0.4054636061191559,0.4054636061191559,0,0,0
18685,1,0.4267871081829071,0.4267871081829071,0,0,0
18696,0,0.43019819259643555,0.43019819259643555,0,0,0
18765,1,0.4044741094112396,0.4044741094112396,0,0,0
18794,1,0.4267871081829071,0.4267871081829071,0,0,0
18799,0,0.4054636061191559,0.4054636061191559,0,0,0
1881,1,0.4053388833999634,0.4053388833999634,0,0,0
18839,1,0.40550658106803894,0.40550658106803894,0,0,0
18844,1,0.43019819259643555,0.43019819259643555,0,0,0
18853,1,0.4259481430053711,0.4259481430053711,0,0,0
1890,1,0.40984100103378296,0.40984100103378296,0,0,0
18905,1,0.4054636061191559,0.4054636061191559,0,0,0
18915,0,0.4054636061191559,0.4054636061191559,0,0,0
18920,1,0.38976916670799255,0.3895597457885742,0,0,0
18994,1,0.43019819259643555,0.43019819259643555,0,0,0
19073,0,0.4253808557987213,0.4253808557987213,0,0,0
19075,1,0.4054636061191559,0.4054636061191559,0,0,0
19103,0,0.4244757890701294,0.4244757890701294,0,0,0
19110,0,0.43019819259643555,0.43019819259643555,0,0,0
19114,0,0.4054636061191559,0.4054636061191559,0,0,0
19131,0,0.43019819259643555,0.43019819259643555,0,0,0
19209,1,0.4054636061191559,0.4054636061191559,0,0,0
1926,1,0.417871356010437,0.417871356010437,0,0,0
19301,0,0.4054636061191559,0.4054636061191559,0,0,0
19317,1,0.4049662947654724,0.4049662947654724,0,0,0
19322,0,0.4054636061191559,0.4054636061191559,0,0,0
19329,0,0.4054636061191559,0.4054636061191559,0,0,0
19352,0,0.4054636061191559,0.4054636061191559,0,0,0
19364,0,0.4267871081829071,0.4267871081829071,0,0,0
19379,0,0.43019819259643555,0.43019819259643555,0,0,0
19392,1,0.4267871081829071,0.4267871081829071,0,0,0
19419,1,0.40461403131484985,0.40461403131484985,0,0,0
19438,0,0.4267871081829071,0.4267871081829071,0,0,0
19453,0,0.4054636061191559,0.4054636061191559,0,0,0
19455,0,0.40583035349845886,0.40583035349845886,0,0,0
19471,0,0.40589597821235657,0.40589597821235657,0,0,0
19488,0,0.4054636061191559,0.4054636061191559,0,0,0
19496,0,0.4054636061191559,0.4054636061191559,0,0,0
19507,0,0.4054636061191559,0.4054636061191559,0,0,0
19524,1,0.42693379521369934,0.4244459271430969,0,0,0
19536,0,0.4054636061191559,0.4054636061191559,0,0,0
19541,0,0.4052359461784363,0.4052359461784363,0,0,0
19554,1,0.3900188207626343,0.3900188207626343,0,0,0
19567,1,0.4267871081829071,0.4267871081829071,0,0,0
19583,1,0.41809341311454773,0.41809341311454773,0,0,0
19621,1,0.4142856299877167,0.4142856299877167,0,0,0
19649,1,0.42653384804725647,0.42653384804725647,0,0,0
19669,1,0.42693379521369934,0.42693379521369934,0,0,0
19682,0,0.4054636061191559,0.4054636061191559,0,0,0
19728,0,0.4054636061191559,0.4054636061191559,0,0,0
19743,0,0.4054636061191559,0.4054636061191559,0,0,0
19816,0,0.3954842984676361,0.3954842984676361,0,0,0
19817,1,0.43019819259643555,0.43019819259643555,0,0,0
19887,0,0.43019819259643555,0.43019819259643555,0,0,0
19889,1,0.42693379521369934,0.4186003506183624,0,0,0
19906,0,0.40575844049453735,0.40575844049453735,0,0,0
19944,0,0.43019819259643555,0.43019819259643555,0,0,0
19948,1,0.43019819259643555,0.43019819259643555,0,0,0
19975,0,0.4054636061191559,0.4054636061191559,0,0,0
20077,0,0.4054636061191559,0.4054636061191559,0,0,0
20113,1,0.4242047071456909,0.418340802192688,0,0,0
2013,1,0.39703288674354553,0.3976851999759674,0,0,0
20156,0,0.38972973823547363,0.38972973823547363,0,0,0
20169,1,0.39491572976112366,0.39491572976112366,0,0,0
20170,1,0.39526453614234924,0.39526453614234924,0,0,0
202,1,0.40984100103378296,0.40984100103378296,0,0,0
20204,0,0.43019819259643555,0.43019819259643555,0,0,0
20207,1,0.39526450634002686,0.39526450634002686,0,0,0
20214,1,0.39526450634002686,0.39526453614234924,0,0,0
20226,0,0.4054636061191559,0.4054636061191559,0,0,0
20234,0,0.4054636061191559,0.4054636061191559,0,0,0
20277,0,0.4054636061191559,0.4054636061191559,0,0,0
20321,1,0.4267871081829071,0.4255658984184265,0,0,0
20324,1,0.4259481430053711,0.4259481430053711,0,0,0
20379,0,0.43019819259643555,0.43019819259643555,0,0,0
20402,1,0.4054636061191559,0.4054636061191559,0,0,0
20417,0,0.39492499828338623,0.39492499828338623,0,0,0
20458,1,0.4259481430053711,0.4259481430053711,0,0,0
20477,0,0.40428781509399414,0.40428781509399414,0,0,0
20550,1,0.42693379521369934,0.42693379521369934,0,0,0
20653,0,0.3954842984676361,0.3954842984676361,0,0,0
20662,1,0.4267871081829071,0.4242948889732361,0,0,0
20676,0,0.40076008439064026,0.40076008439064026,0,0,0
20697,0,0.4054636061191559,0.4054636061191559,0,0,0
2072,1,0.4054636061191559,0.4054636061191559,0,0,0
20755,0,0.4054636061191559,0.4054636061191559,0,0,0
20771,0,0.4054636061191559,0.4054636061191559,0,0,0
20806,0,0.39010128378868103,0.39010128378868103,0,0,0
20824,0,0.4054636061191559,0.4054636061191559,0,0,0
20857,0,0.3946625590324402,0.3946625590324402,0,0,0
20874,0,0.3898068368434906,0.3898068368434906,0,0,0
20895,1,0.4267871081829071,0.4237118065357208,0,0,0
20897,1,0.43019819259643555,0.43019819259643555,0,0,0
20999,1,0.4267871081829071,0.4267871081829071,0,0,0
21032,1,0.4267871081829071,0.4236408472061157,0,0,0
21062,1,0.40514275431632996,0.40514275431632996,0,0,0
21119,0,0.43019819259643555,0.43019819259643555,0,0,0
21123,0,0.4054636061191559,0.4054636061191559,0,0,0
21160,1,0.40514275431632996,0.40514275431632996,0,0,0
21167,0,0.4054636061191559,0.4054636061191559,0,0,0
21173,1,0.4056414067745209,0.4056414067745209,0,0,0
21175,0,0.4054636061191559,0.4054636061191559,0,0,0
21181,1,0.4054636061191559,0.4054636061191559,0,0,0
21187,0,0.4055382013320923,0.4055382013320923,0,0,0
21241,0,0.4042772650718689,0.4042772650718689,0,0,0
21273,1,0.4256993532180786,0.4256993532180786,0,0,0
21286,0,0.43019819259643555,0.43019819259643555,0,0,0
21303,0,0.4267871081829071,0.4267871081829071,0,0,0
21373,1,0.39526447653770447,0.39526447653770447,0,0,0
21421,0,0.4054636061191559,0.4054636061191559,0,0,0
21423,0,0.40514275431632996,0.40514275431632996,0,0,0
21466,0,0.40582653880119324,0.40582653880119324,0,0,0
21506,0,0.4054636061191559,0.4054636061191559,0,0,0
2151,1,0.43048179149627686,0.43048179149627686,0,0,0
21547,1,0.40975168347358704,0.40975168347358704,0,0,0
21602,0,0.4054636061191559,0.4054636061191559,0,0,0
2164,0,0.40514275431632996,0.40514275431632996,0,0,0
21669,0,0.4054636061191559,0.4054636061191559,0,0,0
21686,1,0.40514275431632996,0.40514275431632996,0,0,0
21715,0,0.3954842984676361,0.3954842984676361,0,0,0
21807,1,0.4267871081829071,0.4241882264614105,0,0,0
21827,1,0.42693379521369934,0.42693379521369934,0,0,0
21830,0,0.4267871081829071,0.4267871081829071,0,0,0
21837,1,0.4054636061191559,0.4054636061191559,0,0,0
21905,0,0.4054636061191559,0.4054636061191559,0,0,0
21907,1,0.43019819259643555,0.43019819259643555,0,0,0
21913,1,0.42693379521369934,0.425893098115921,0,0,0
2193,0,0.4053388833999634,0.4053388833999634,0,0,0
21992,0,0.4054636061191559,0.4054636061191559,0,0,0
22031,0,0.4259481430053711,0.4259481430053711,0,0,0
22046,1,0.3901021480560303,0.3901021480560303,0,0,0
22054,0,0.4267871081829071,0.4267871081829071,0,0,0
22057,1,0.4054636061191559,0.4054636061191559,0,0,0
22089,0,0.403464138507843,0.403464138507843,0,0,0
22102,0,0.4054636061191559,0.4054636061191559,0,0,0
22127,1,0.4259481430053711,0.4259481430053711,0,0,0
22165,0,0.4054636061191559,0.4054636061191559,0,0,0
22210,0,0.4054636061191559,0.4054636061191559,0,0,0
22220,0,0.4053388833999634,0.4053388833999634,0,0,0
22228,0,0.4267871081829071,0.4267871081829071,0,0,0
22293,0,0.4054636061191559,0.4054636061191559,0,0,0
2236,1,0.40514275431632996,0.40514275431632996,0,0,0
2245,1,0.40514275431632996,0.40514275431632996,0,0,0
22466,0,0.4054761230945587,0.4054761230945587,0,0,0
22493,1,0.42693379521369934,0.42693379521369934,0,0,0
22548,1,0.4267871081829071,0.4267871081829071,0,0,0
22552,1,0.41705530881881714,0.41705530881881714,0,0,0
22576,0,0.4050505459308624,0.4050505459308624,0,0,0
22616,1,0.40514275431632996,0.40514275431632996,0,0,0
22665,0,0.4054636061191559,0.4054636061191559,0,0,0
22691,0,0.40514275431632996,0.40514275431632996,0,0,0
22712,1,0.42693379521369934,0.42693379521369934,0,0,0
22718,1,0.39526453614234924,0.39526450634002686,0,0,0
22720,0,0.4054636061191559,0.4054636061191559,0,0,0
22739,0,0.4054636061191559,0.4054636061191559,0,0,0
2274,1,0.4261847734451294,0.4261847734451294,0,0,0
22784,1,0.4054636061191559,0.4054636061191559,0,0,0
22785,0,0.4057198464870453,0.4057198464870453,0,0,0
22797,1,0.39526453614234924,0.39526450634002686,0,0,0
