sid,label,prob_before,prob_after,pred_before,pred_after,changed
7473,1,0.36355595058071044,0.3713328570210643,0,0,0
7524,1,0.7830407902509864,0.7830407860603993,0,0,0
7540,0,0.6532739070638492,0.6532750458583583,0,0,0
7591,0,0.4744879750078002,0.47448797755532185,0,0,0
7608,1,0.761023430103783,0.7610234308952616,0,0,0
7651,1,0.7768614803375067,0.6914720740927084,0,0,0
7813,1,0.5194764602925636,0.4422621320272411,0,0,0
7863,1,0.41497071600283936,0.41497071579523664,0,0,0
7877,1,0.6759951010171303,0.6892282249257063,0,0,0
7959,1,0.6545361833727451,0.6005087127735276,0,0,0
7993,1,0.9755300446322657,0.9755299943127335,0,0,0
8053,1,0.6533390994296351,0.6551821123858454,0,0,0
8139,1,0.44908341740506724,0.4517648680141589,0,0,0
8142,1,0.4044022166891083,0.4031569379769627,0,0,0
8152,0,0.47187988226290595,0.47187988339111664,0,0,0
8173,1,0.7492792339860318,0.7492792339860318,0,0,0
8186,1,0.9272365998494877,0.9272366009582803,0,0,0
8264,1,0.7757302725071973,0.7757302725071973,0,0,0
8355,0,0.48486177458231694,0.48486170583082183,0,0,0
8440,1,0.4246943428507946,0.4246943562786011,0,0,0
8458,0,0.703693947197338,0.7036939492056976,0,0,0
8486,1,0.45004492268995433,0.4528714342752548,0,0,0
8535,0,0.5952264604694837,0.5952276792705338,0,0,0
8538,1,0.7625429382917651,0.7625429398211022,0,0,0
8554,1,0.78792943560601,0.7749535932541206,0,0,0
8578,1,0.9769464283083923,0.9770143186046181,0,0,0
8651,1,0.7756641368400118,0.7756641368400118,0,0,0
8665,1,0.9852654176925421,0.9852654174046528,1,1,0
8686,1,0.8972262841815497,0.8972262579363892,0,0,0
8700,1,0.9729491984714397,0.9729491980299639,0,0,0
8816,1,0.9831765981017034,0.9832256265185896,1,1,0
8838,1,0.976415753738285,0.9764157534998799,0,0,0
8850,1,0.4065460565067446,0.40863226713727896,0,0,0
8861,1,0.6772678250876071,0.6772677830421211,0,0,0
8958,1,0.6861283389215539,0.6861283389215539,0,0,0
8966,1,0.9735694868905903,0.9736531660682574,0,0,0
8970,1,0.7520030024645086,0.7067959637159043,0,0,0
9033,1,0.9838520395129765,0.9839114836568289,1,1,0
9114,0,0.3559923352431857,0.3559923359599922,0,0,0
9142,1,0.6066762283978369,0.6066762283978369,0,0,0
9176,1,0.4489642214745336,0.45244022617999746,0,0,0
9225,1,0.7696400269335835,0.7134553720407603,0,0,0
9235,1,0.25594410831328845,0.25594410831328845,0,0,0
9250,1,0.9763317079453095,0.9764022718366415,0,0,0
9331,1,0.7301926611339323,0.7301926643285344,0,0,0
9339,1,0.9751790122228483,0.9752480582842691,0,0,0
9353,1,0.9656234069941512,0.9656233192047207,0,0,0
9394,1,0.8277316047813209,0.8284223712746778,0,0,0
9429,1,0.3870130084340545,0.3851707556338628,0,0,0
9502,0,0.9788910805994733,0.9788909857189946,0,0,0
9532,0,0.47476229103553985,0.47476229358404065,0,0,0
9571,1,0.34581698251641285,0.3431069809753484,0,0,0
9609,1,0.3186826222547166,0.3186826222547166,0,0,0
9621,1,0.5366488508512078,0.5395907389133567,0,0,0
9646,1,0.6961709796888484,0.6961709750523905,0,0,0
9680,1,0.44758852278163613,0.4475885244126547,0,0,0
9699,1,0.9861665318870221,0.986166531693241,1,1,0
9715,0,0.4781814341583335,0.47818136410862383,0,0,0
9738,0,0.4724621497960125,0.47246215090971483,0,0,0
9758,0,0.4737793431756952,0.473779274561906,0,0,0
9814,1,0.988891110582424,0.9889293685177942,1,1,0
9837,1,0.48373369103818803,0.4837336956550997,0,0,0
9916,1,0.7220753633898,0.722075367178882,0,0,0
9979,1,0.9679152396588823,0.9679152391703211,0,0,0
10026,1,0.7788744374344727,0.6979268994645517,0,0,0
10033,1,0.7724772141304338,0.7531822533607562,0,0,0
10044,0,0.9437535472902528,0.9437538168817061,0,0,0
10045,1,0.8226896462436893,0.8204011764182154,0,0,0
10080,1,0.2394996226296933,0.23950053780023797,0,0,0
10082,1,0.44674659633257746,0.4467465888370164,0,0,0
10104,0,0.6499422269076419,0.6499422269076419,0,0,0
10107,1,0.3674007655868165,0.36931696272407044,0,0,0
10130,1,0.6753266593384898,0.6753266534007465,0,0,0
10133,1,0.9756085267220644,0.9756085270026587,0,0,0
10137,1,0.9753215932422689,0.9753215931464839,0,0,0
10140,1,0.32130984618614167,0.32345361073543194,0,0,0
10142,0,0.9690899693957495,0.969089969498416,0,0,0
10232,1,0.7404432863603123,0.7404432863603123,0,0,0
10258,1,0.3686982367759755,0.368698228365873,0,0,0
10260,1,0.3858262292524766,0.38111262615923813,0,0,0
10342,1,0.7492792339860318,0.7492792339860318,0,0,0
10395,1,0.980741595408558,0.9807415947161753,1,1,0
10458,1,0.4506342029654529,0.4506342038318785,0,0,0
10493,1,0.7742780266060358,0.7754173923327601,0,0,0
10559,1,0.5086578968218032,0.5200315494118075,0,0,0
10589,1,0.9720222031861492,0.972132463914078,0,0,0
10648,1,0.985572763827953,0.9855727638372137,1,1,0
10670,1,0.4475087269995758,0.4502398464186576,0,0,0
10673,0,0.36085385643070855,0.36085385747936166,0,0,0
10729,1,0.44886094933055104,0.44886094933055104,0,0,0
10736,0,0.48327021748331006,0.48327014893492837,0,0,0
10776,1,0.6854286489318748,0.685428652851973,0,0,0
10777,1,0.9749730953003799,0.9749732071722578,0,0,0
10807,1,0.35634282331412465,0.3563445831593578,0,0,0
10810,0,0.47023998690341323,0.4702399894537683,0,0,0
10836,1,0.2921335022059433,0.29213350990800746,0,0,0
10854,0,0.4358720345517964,0.4358720090075906,0,0,0
10958,1,0.45073617237223956,0.45381024717847773,0,0,0
11013,1,0.4563526642105092,0.4563526642105092,0,0,0
11047,1,0.48342262917758294,0.4875763675930065,0,0,0
11128,1,0.44746458613338425,0.4474645876439317,0,0,0
11133,1,0.9771215345983918,0.9771217505843617,0,0,0
11162,1,0.4502554192821064,0.45025541856148305,0,0,0
11252,0,0.7018092035947215,0.7018092252825197,0,0,0
11277,1,0.9712663892562908,0.9713600852007572,0,0,0
11287,1,0.3451067231300607,0.3429931901469614,0,0,0
11307,1,0.3798427797027169,0.339607820792171,0,0,0
11324,0,0.9651231447865921,0.9651233170308153,0,0,0
11333,1,0.32952657851560374,0.3177720896469705,0,0,0
11341,1,0.4832044127603406,0.48474114923032185,0,0,0
11351,1,0.6851627992782907,0.7055574712402911,0,0,0
11362,1,0.6008292005399472,0.6008291914329008,0,0,0
11364,1,0.31368337690985065,0.3156320868797327,0,0,0
11419,1,0.38043138746816774,0.38043258042839967,0,0,0
11478,0,0.2521742276286522,0.25217296764031394,0,0,0
11496,0,0.347921421827449,0.34792141912405417,0,0,0
11527,1,0.7664021567212835,0.7664021543454876,0,0,0
11565,1,0.9756359436543816,0.9757136186265822,0,0,0
11640,0,0.4818315137347785,0.4818315140315142,0,0,0
11663,0,0.7723062843382021,0.7723062821352378,0,0,0
11682,1,0.9726566181585227,0.9726567058445441,0,0,0
11685,0,0.4709794306932924,0.4709793621416373,0,0,0
11692,1,0.2387706052542693,0.23877151100903501,0,0,0
11850,1,0.5344146937092971,0.532359919213402,0,0,0
11856,1,0.33839777390615655,0.33839770084980153,0,0,0
11915,0,0.7796534403097177,0.7796534358304568,0,0,0
11922,0,0.2966713739662094,0.2966713721888652,0,0,0
11954,0,0.36921236210729436,0.36921236210729436,0,0,0
11955,1,0.3541053280333163,0.3541053280290537,0,0,0
11957,0,0.6194196719619443,0.6194196686833385,0,0,0
11958,1,0.7018596803566014,0.7018596804316762,0,0,0
11972,1,0.47323662332717775,0.4732366624183054,0,0,0
11977,0,0.2916682411160116,0.2916682390603291,0,0,0
12047,0,0.2975478626076398,0.29754786241762576,0,0,0
12072,1,0.3601781099616288,0.3601781099616288,0,0,0
12093,0,0.7290532943901947,0.7290532902020357,0,0,0
12119,0,0.28575954972578277,0.2857595495412801,0,0,0
12204,0,0.2801242088516164,0.28012420545926864,0,0,0
12259,0,0.2822396575503162,0.2822396573675298,0,0,0
12260,0,0.13350992834324324,0.13350992834324324,0,0,0
12319,0,0.40216024639306464,0.40216024639306464,0,0,0
12361,1,0.3877055870425806,0.39151392157811815,0,0,0
12385,1,0.34374752480564813,0.34374753383788637,0,0,0
12411,0,0.28800106555297084,0.28800106379003837,0,0,0
12470,1,0.2299338930485575,0.22993389460066826,0,0,0
12477,1,0.34552012092235407,0.34552015788508783,0,0,0
12494,0,0.284970694684523,0.2849706943331395,0,0,0
12515,0,0.2793203997106218,0.279320399341641,0,0,0
12584,0,0.2815384522024806,0.2815384522024806,0,0,0
12629,1,0.521954640323125,0.5272479125531429,0,0,0
12632,0,0.31269723587945797,0.3126972356840173,0,0,0
12723,0,0.47941384309259016,0.4794138431945023,0,0,0
12745,0,0.5202400114105107,0.5202400114105107,0,0,0
12749,0,0.2864532026884578,0.28645320250384615,0,0,0
12773,0,0.49190772719417575,0.49190772665790894,0,0,0
12789,0,0.29631634869872436,0.2963163485104771,0,0,0
12815,0,0.2985440034050024,0.29854400321558006,0,0,0
12840,0,0.27378897726801865,0.27378897726801865,0,0,0
12916,1,0.2756338229132039,0.276700576469159,0,0,0
12959,0,0.2916446780976105,0.2916446779352106,0,0,0
12971,1,0.28326878850745274,0.28326878850745274,0,0,0
12991,1,0.7642028970792011,0.764202913545174,0,0,0
13011,1,0.698211065005127,0.6655091154788974,0,0,0
13016,1,0.3495220644372229,0.3632695115388563,0,0,0
13028,0,0.28194362922551247,0.2819436306234672,0,0,0
13041,0,0.38824722858736666,0.38824722858736666,0,0,0
13052,0,0.5306379802269366,0.5306379802269366,0,0,0
13081,1,0.8906590651797542,0.8911242912539653,0,0,0
13083,0,0.28344056154632474,0.2834405613626115,0,0,0
13094,1,0.7357194743540052,0.7357194748139944,0,0,0
13124,1,0.34833525350469335,0.37257901570808377,0,0,0
13140,1,0.4879585970907018,0.40873716519204006,0,0,0
13154,1,0.5847293808967872,0.5847293791346614,0,0,0
13162,1,0.943350255514451,0.9435339036071777,0,0,0
13191,1,0.6197554470850039,0.6004813635106353,0,0,0
13247,0,0.5255444697801741,0.525544472994643,0,0,0
13308,0,0.21470878211138383,0.21470878211138383,0,0,0
13335,0,0.2884342449509953,0.28843424482131946,0,0,0
13392,0,0.30132979805129245,0.30132979616878786,0,0,0
13432,0,0.5817353978563867,0.58173546087895,0,0,0
13447,0,0.2912814314378898,0.29128143125189365,0,0,0
13504,1,0.772411107780536,0.772411107780536,0,0,0
13517,0,0.30423199835243064,0.3042319981599818,0,0,0
13586,1,0.9286811393595813,0.9286811386679712,0,0,0
13592,0,0.6336379430792459,0.6336379561386173,0,0,0
13596,1,0.8454049352724693,0.8460335192823951,0,0,0
13608,0,0.2864964601473337,0.2864964582556479,0,0,0
13649,0,0.2960098706595634,0.2960098704722436,0,0,0
13651,0,0.5262929334788512,0.5262929334788512,0,0,0
13657,0,0.26223313321335334,0.26223313321335334,0,0,0
13661,0,0.31904341980945616,0.31904341961079863,0,0,0
13666,0,0.5787927074204596,0.5787927125286082,0,0,0
13709,0,0.30269197735529507,0.30269197403796105,0,0,0
13715,1,0.7584383008393729,0.7741646115182661,0,0,0
13725,0,0.28507798386313427,0.28507798367915194,0,0,0
13756,1,0.6213000428851422,0.6213000428851422,0,0,0
13790,1,0.9748132086004252,0.9749036312800673,0,0,0
13856,0,0.30290057514980756,0.3029005766284605,0,0,0
13877,0,0.29765733424896246,0.29765733424896246,0,0,0
13883,1,0.6256414114836847,0.6256414095389257,0,0,0
13904,0,0.9504876648723991,0.9504876604706721,0,0,0
13935,0,0.6508374546334054,0.6508374652762192,0,0,0
13937,0,0.7118443751394591,0.7118443592971834,0,0,0
13974,0,0.3011789395144739,0.30117893932319023,0,0,0
14014,0,0.2970484451804331,0.2970484451804331,0,0,0
14015,0,0.026431788962326282,0.026431788962326282,0,0,0
14024,1,0.3276694530334381,0.3276704475095822,0,0,0
14028,0,0.29555562842872707,0.2955556282404502,0,0,0
14047,0,0.2978986602604004,0.29789866007064997,0,0,0
14057,1,0.9704551648991674,0.9704550920858156,0,0,0
14064,0,0.28288632111685685,0.2828863209343314,0,0,0
14071,0,0.288647844892199,0.2886478447060658,0,0,0
14075,1,0.4358477268075113,0.43939368501675774,0,0,0
14090,1,0.40113172470980174,0.40369164323262047,0,0,0
14137,0,0.29505988193653504,0.2950598817480434,0,0,0
14167,0,0.2994436029790413,0.2994436027255551,0,0,0
14172,0,0.2980465285162892,0.29804652836870404,0,0,0
14199,0,0.2981414182187005,0.2981414180286131,0,0,0
14215,0,0.49382972635565076,0.49382972881165355,0,0,0
14229,1,0.31916891931648184,0.32487031155537466,0,0,0
14242,0,0.2861306047280636,0.2861306061005879,0,0,0
14297,0,0.018960825953291925,0.018960825953291925,0,0,0
14301,1,0.9158312799432019,0.9160390973320393,0,0,0
14321,1,0.8808355676728098,0.8808355648483823,0,0,0
14336,0,0.3091975122174995,0.3091975136352124,0,0,0
14460,0,0.3067247803233599,0.30672477830838246,0,0,0
14487,0,0.27380687002086623,0.27380687002086623,0,0,0
14523,1,0.5993524105580066,0.5993524105580066,0,0,0
14598,0,0.2544612406298619,0.2544612406298619,0,0,0
14665,0,0.36669344689362965,0.36669344689362965,0,0,0
14675,0,0.7450275445464256,0.7450275412874534,0,0,0
14735,1,0.9577845677798799,0.9041902039568032,0,0,0
14756,0,0.38460540412254446,0.3846054406484037,0,0,0
14807,0,0.3597207751936308,0.3597207748915317,0,0,0
14813,0,0.8289061410412117,0.8289061410412117,0,0,0
14824,1,0.33651512188779553,0.3365151203219914,0,0,0
14834,1,0.7633953937737913,0.6599695969460911,0,0,0
14850,0,0.31587641030555086,0.3158763809850862,0,0,0
14909,1,0.7645760529107966,0.7480713676591659,0,0,0
14948,1,0.44714449988253135,0.46768653113661307,0,0,0
14968,0,0.30362162204019144,0.30362162183359653,0,0,0
15004,1,0.33482437311230095,0.3573049427854835,0,0,0
15019,1,0.5987018739470773,0.6010750589413918,0,0,0
15026,0,0.2863131826543586,0.2863131824699764,0,0,0
15048,0,0.2863033623961971,0.28630336221176095,0,0,0
15085,0,0.3044483819716668,0.30444838177876177,0,0,0
15087,0,0.30550929746371935,0.3055092972702923,0,0,0
15108,0,0.28331193308012753,0.2833119327966119,0,0,0
15241,1,0.49824290290841106,0.498242905001622,0,0,0
15292,0,0.30040503522049133,0.30040503502949306,0,0,0
15315,1,0.31926462702042946,0.31926462702042946,0,0,0
15346,0,0.13268621329148098,0.13268621329148098,0,0,0
15364,0,0.7032849619675866,0.7032849619675866,0,0,0
15367,1,0.9516906741729712,0.9516906762656789,0,0,0
15430,0,0.2947875962324709,0.2947875960439917,0,0,0
15473,1,0.7556370381906334,0.7556370597768879,0,0,0
15477,1,0.5893273763183562,0.5893273801984099,0,0,0
15524,1,0.5746814341390614,0.5746814329905783,0,0,0
15533,0,0.2807746812465119,0.28077468134105815,0,0,0
15544,0,0.7752918233532023,0.7752918295301102,0,0,0
15558,0,0.6186853378423414,0.6186853384321627,0,0,0
15600,1,0.38151365141248866,0.38151365141248866,0,0,0
15623,1,0.2677200267018983,0.26907603542469427,0,0,0
15625,0,0.28806838579375077,0.2880683855552206,0,0,0
15699,0,0.4281971672368542,0.4281971672368542,0,0,0
15743,1,0.7204469655522142,0.603035821535497,0,0,0
15803,1,0.4662526765254245,0.4662526762856543,0,0,0
15805,1,0.8901089273753374,0.8906046382375358,0,0,0
15807,1,0.7738049584639153,0.6592633371815194,0,0,0
15816,1,0.7665044582153401,0.7679798383751754,0,0,0
15817,0,0.26745690861293087,0.26745690861293087,0,0,0
15908,0,0.6869145398158945,0.6869145437342193,0,0,0
15931,0,0.8394134342033585,0.8394134342033585,0,0,0
15966,0,0.4012638794594289,0.4012638794594289,0,0,0
15969,0,0.6287758008697278,0.628775806365762,0,0,0
15981,0,0.293742769262257,0.293742769262257,0,0,0
16091,1,0.7130004433031203,0.7396943496418764,0,0,0
16097,0,0.2765958993278788,0.27659588966398424,0,0,0
16111,0,0.29928701736474805,0.29928701717417133,0,0,0
16121,1,0.9364316072287543,0.9364316063846602,0,0,0
16122,0,0.2727419350795736,0.2727419350795736,0,0,0
16130,1,0.4328877421843552,0.434118678027224,0,0,0
16193,1,0.5736817192443627,0.5736817239066316,0,0,0
16239,0,0.2686365987533596,0.2686365987533596,0,0,0
16244,1,0.813625149341238,0.8136251527376166,0,0,0
16279,1,0.31251877149730917,0.31598214659591217,0,0,0
16294,0,0.2920333072775392,0.2920333107274758,0,0,0
16315,0,0.5811462010375247,0.5811462053066488,0,0,0
16368,0,0.2982730596398089,0.29827305944912147,0,0,0
16375,1,0.4017364407259698,0.4017364379753754,0,0,0
16501,0,0.48492968675706244,0.48492968915732093,0,0,0
16535,1,0.33407610788367226,0.33407711051292666,0,0,0
16549,1,0.4211300777393399,0.34532238271394516,0,0,0
