sid,label,n_windows,max,mean,median,std,top1,top3_mean,top5_mean,frac_above_0.30,frac_above_0.35,frac_above_0.40
46182,1,506,0.4239305257797241,0.3900807369132287,0.38995444774627686,0.013392740277109464,0.4239305257797241,0.4217156668504079,0.4210493862628937,1.0,1.0,0.30237154150197626
53963,0,196,0.4054636061191559,0.38091039535950644,0.3764500617980957,0.007688178313629556,0.4054636061191559,0.40483901898066205,0.4037836492061615,1.0,1.0,0.04591836734693878
50874,0,196,0.4054636061191559,0.3808974879128592,0.3764500617980957,0.007632512225132807,0.4054636061191559,0.4048518439133962,0.40380110740661623,1.0,1.0,0.04591836734693878
39413,0,281,0.4267871081829071,0.3834199079203012,0.38283640146255493,0.006775619165780648,0.4267871081829071,0.41984639565149945,0.4134522616863251,1.0,1.0,0.03558718861209965
23270,0,32,0.43019819259643555,0.4176788153126836,0.4269086420536041,0.017025908712132966,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.8125
27937,0,196,0.4054636061191559,0.3808834896403916,0.3764500617980957,0.007658697826048625,0.4054636061191559,0.40493542949358624,0.40390382409095765,1.0,1.0,0.04591836734693878
47502,1,1250,0.4216497242450714,0.39389529671669005,0.3941022902727127,0.01019470184495742,0.4216497242450714,0.4204447567462921,0.41986229419708254,1.0,1.0,0.264
46811,0,196,0.405557781457901,0.380915463274839,0.3764500617980957,0.007724372673938285,0.405557781457901,0.405103067557017,0.40410432815551756,1.0,1.0,0.05612244897959184
39313,1,276,0.4054636061191559,0.38149125787658966,0.38016265630722046,0.006764640905863434,0.4054636061191559,0.405217041571935,0.40375019907951354,1.0,1.0,0.036231884057971016
37816,0,196,0.4054636061191559,0.38091437944344114,0.3764500617980957,0.007714593448223559,0.4054636061191559,0.40507092078526813,0.4040649712085724,1.0,1.0,0.05102040816326531
13011,1,33,0.43019819259643555,0.4180136196541064,0.42587268352508545,0.016903039940156322,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.8484848484848485
30523,1,141,0.40461403131484985,0.3836862823219164,0.3783142566680908,0.008857872699001597,0.40461403131484985,0.4023754795392354,0.40029929876327514,1.0,1.0,0.014184397163120567
3740,1,308,0.40678244829177856,0.3836928051594016,0.38283640146255493,0.006830983276256947,0.40678244829177856,0.405754695336024,0.40540794730186464,1.0,1.0,0.045454545454545456
37024,1,286,0.4059596657752991,0.3800736050922554,0.3764500617980957,0.006860382395743651,0.4059596657752991,0.40510833263397217,0.4040007948875427,1.0,1.0,0.03496503496503497
30289,0,196,0.40550294518470764,0.3809153013387505,0.3764500617980957,0.00771953812409018,0.40550294518470764,0.4050847887992859,0.4040761530399323,1.0,1.0,0.05102040816326531
40204,1,1250,0.3900107443332672,0.38814452857971193,0.3889382779598236,0.003033547898955699,0.3900107443332672,0.3897980749607086,0.38968547582626345,1.0,1.0,0.0
1457,0,269,0.4267871081829071,0.3827611686571823,0.38283640146255493,0.0068430382459653775,0.4267871081829071,0.41984639565149945,0.41388795971870423,1.0,1.0,0.03345724907063197
15805,1,807,0.41939935088157654,0.39181336749442003,0.39328137040138245,0.007954693822224792,0.41939935088157654,0.4182697832584381,0.4157755136489868,1.0,1.0,0.10037174721189591
45924,0,297,0.43019819259643555,0.3861045569482476,0.38283640146255493,0.012942602858489206,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.1111111111111111
18004,1,176,0.40448054671287537,0.38103663244030694,0.38283640146255493,0.0051779830753659415,0.40448054671287537,0.40252458055814105,0.40045047998428346,1.0,1.0,0.017045454545454544
11922,0,196,0.4054636061191559,0.38089774761881146,0.3764500617980957,0.007677398242150291,0.4054636061191559,0.4048607548077901,0.4038272798061371,1.0,1.0,0.04591836734693878
24621,0,319,0.4142856299877167,0.3831921977496072,0.38283640146255493,0.008233496710551888,0.4142856299877167,0.41331865390141803,0.41028752326965334,1.0,1.0,0.050156739811912224
33391,1,289,0.4267871081829071,0.3832768144079558,0.38283640146255493,0.007099433612330806,0.4267871081829071,0.4199981689453125,0.4141789138317108,1.0,1.0,0.04152249134948097
47708,1,811,0.4234350025653839,0.39085124225416545,0.3929562568664551,0.006925570045495139,0.4234350025653839,0.42141390840212506,0.41993034482002256,1.0,1.0,0.05672009864364982
43464,0,303,0.43019819259643555,0.385554033537509,0.38283640146255493,0.013767617743961767,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.10891089108910891
52923,1,193,0.3923681378364563,0.3804150971106297,0.38230186700820923,0.004059023205369009,0.3923681378364563,0.390915185213089,0.390393054485321,1.0,1.0,0.0
42656,1,288,0.42693379521369934,0.38146348721865153,0.3774195909500122,0.007774407652165694,0.42693379521369934,0.4209088087081909,0.41466182470321655,1.0,1.0,0.04513888888888889
7220,1,279,0.4266917109489441,0.38303839861278466,0.38283640146255493,0.00683072723895486,0.4266917109489441,0.4201173186302185,0.4141219198703766,1.0,1.0,0.03225806451612903
56251,0,196,0.4054660499095917,0.3808998749876509,0.3764500617980957,0.007698481044923604,0.4054660499095917,0.40507249037424725,0.40407066941261294,1.0,1.0,0.05102040816326531
40542,1,294,0.40453654527664185,0.38607056327417594,0.38283640146255493,0.008001339309228741,0.40453654527664185,0.40436339378356934,0.40407615900039673,1.0,1.0,0.05782312925170068
25799,0,196,0.40557149052619934,0.38091274350881577,0.3764500617980957,0.007719236364853617,0.40557149052619934,0.40510763724644977,0.4041060984134674,1.0,1.0,0.05612244897959184
3540,1,261,0.40514275431632996,0.38285010447904066,0.38271626830101013,0.006170529419526988,0.40514275431632996,0.4046838382879893,0.4043216943740845,1.0,1.0,0.038314176245210725
19889,1,288,0.4186003506183624,0.38136788871553207,0.3764500617980957,0.007506381928504255,0.4186003506183624,0.41598986585934955,0.41167832612991334,1.0,1.0,0.03819444444444445
6825,1,266,0.4230876564979553,0.3830846790084265,0.38283640146255493,0.006708514421702125,0.4230876564979553,0.41869527101516724,0.41398370265960693,1.0,1.0,0.041353383458646614
52522,1,691,0.42306244373321533,0.38876490478232695,0.39297187328338623,0.008979219834161355,0.42306244373321533,0.4208929141362508,0.4194778263568878,1.0,1.0,0.05209840810419682
53170,0,196,0.4054636061191559,0.3809341744196658,0.3764500617980957,0.007676127125471934,0.4054636061191559,0.4047638773918152,0.40373809933662413,1.0,1.0,0.04591836734693878
39710,1,990,0.4267871081829071,0.39132246612900434,0.39244456589221954,0.0063708943630183725,0.4267871081829071,0.42256803313891095,0.42053861618041993,1.0,1.0,0.04242424242424243
1259,1,4,0.3874554932117462,0.3721900060772896,0.3721626549959183,0.01138304347997791,0.3874554932117462,0.3772602677345276,0.3721900060772896,1.0,1.0,0.0
31182,1,1250,0.40984100103378296,0.3962846972703934,0.3929497003555298,0.007653591673308997,0.40984100103378296,0.4096324344476064,0.4094858705997467,1.0,1.0,0.2664
526,1,261,0.40514275431632996,0.3828501607723163,0.38283640146255493,0.006167326392352092,0.40514275431632996,0.40491273005803424,0.40445902943611145,1.0,1.0,0.038314176245210725
51617,0,196,0.4054636061191559,0.38089444944444967,0.3764500617980957,0.007673023173530486,0.4054636061191559,0.4048576255639394,0.40381685495376585,1.0,1.0,0.04591836734693878
24684,1,381,0.42566201090812683,0.3849865695622962,0.3764500617980957,0.010542575319526041,0.42566201090812683,0.4177489976088206,0.4132996678352356,1.0,1.0,0.08136482939632546
19352,0,280,0.4054636061191559,0.3798906069781099,0.3764500617980957,0.007022560226550664,0.4054636061191559,0.40493972102801007,0.4038787126541138,1.0,1.0,0.03214285714285714
24394,1,302,0.43019819259643555,0.3854194190723217,0.38283640146255493,0.013360928814872348,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.11258278145695365
11663,0,275,0.4267871081829071,0.3828528023849834,0.38283640146255493,0.006669260437871513,0.4267871081829071,0.41984639565149945,0.41395936608314515,1.0,1.0,0.03272727272727273
32208,0,196,0.4054636061191559,0.38087691594751516,0.3764500617980957,0.007658087967284996,0.4054636061191559,0.4049850304921468,0.40394680500030516,1.0,1.0,0.05102040816326531
3955,0,1250,0.40984100103378296,0.3959839594602585,0.39409713447093964,0.0048007800257580825,0.40984100103378296,0.40941853324572247,0.4093340337276459,1.0,1.0,0.1976
4292,0,298,0.4053388833999634,0.3833392796500417,0.38283640146255493,0.006407474669940013,0.4053388833999634,0.4051988422870636,0.4043999433517456,1.0,1.0,0.03355704697986577
56564,0,196,0.4054636061191559,0.3809114712841657,0.3764500617980957,0.007700782297865943,0.4054636061191559,0.40491079290707904,0.4038736343383789,1.0,1.0,0.04591836734693878
55187,0,196,0.4054636061191559,0.38089811376162935,0.3764500617980957,0.007684277501207644,0.4054636061191559,0.4048829873402913,0.40386503338813784,1.0,1.0,0.04591836734693878
33794,0,196,0.4054636061191559,0.38092814766022626,0.3764500617980957,0.007673397573388766,0.4054636061191559,0.4048626323541005,0.4038229465484619,1.0,1.0,0.04591836734693878
26234,0,196,0.4054636061191559,0.380883802868882,0.3764500617980957,0.007657721314151624,0.4054636061191559,0.40479512015978497,0.4037643730640411,1.0,1.0,0.04591836734693878
50724,1,190,0.40468940138816833,0.3811249563568517,0.3764500617980957,0.007951834678278029,0.40468940138816833,0.40422390898068744,0.40368989706039426,1.0,1.0,0.05263157894736842
47220,1,153,0.39526453614234924,0.38301777995489783,0.37768954038619995,0.008266378217466282,0.39526453614234924,0.39526453614234924,0.3952645123004913,1.0,1.0,0.0
29053,0,1250,0.4040077030658722,0.3852586728811264,0.3857520520687103,0.0025437315614760523,0.4040077030658722,0.40217337012290955,0.4000967025756836,1.0,1.0,0.0016
32285,1,328,0.4054636061191559,0.38391673810234883,0.38283640146255493,0.006758136771282162,0.4054636061191559,0.40540135900179547,0.404631769657135,1.0,1.0,0.04573170731707317
13592,0,448,0.42833927273750305,0.38850125424297793,0.3847476989030838,0.009838032139228748,0.42833927273750305,0.4263438781102498,0.4248718559741974,1.0,1.0,0.12946428571428573
36678,0,285,0.40514275431632996,0.3800829727398722,0.3764500617980957,0.0069381618540082,0.40514275431632996,0.4047561287879944,0.4043650686740875,1.0,1.0,0.03508771929824561
3193,1,260,0.40514275431632996,0.38282282730707756,0.38283640146255493,0.006260940941339861,0.40514275431632996,0.40491273005803424,0.40445902943611145,1.0,1.0,0.038461538461538464
15625,0,196,0.4054636061191559,0.38094865621960894,0.3764500617980957,0.007714685963247558,0.4054636061191559,0.4049516022205353,0.40392932295799255,1.0,1.0,0.05102040816326531
33459,0,196,0.40578967332839966,0.3808923561354073,0.3764500617980957,0.0076919453286353415,0.40578967332839966,0.4051803648471832,0.4041915416717529,1.0,1.0,0.05612244897959184
34316,1,304,0.43019819259643555,0.38472816044170605,0.38271626830101013,0.013080313950419701,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.09868421052631579
5174,1,4,0.3873576521873474,0.3720199391245842,0.3718941658735275,0.011369267178423495,0.3873576521873474,0.37704866131146747,0.3720199391245842,1.0,1.0,0.0
51236,0,276,0.4267871081829071,0.3814920094134151,0.3805268704891205,0.007500091844346875,0.4267871081829071,0.41984639565149945,0.41377500891685487,1.0,1.0,0.036231884057971016
25294,0,347,0.43019819259643555,0.38687380220773243,0.38283640146255493,0.013454498310648143,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.09798270893371758
24944,1,278,0.42086881399154663,0.3813187934511857,0.3764500617980957,0.008686213087802881,0.42086881399154663,0.41663309931755066,0.41176837086677553,1.0,1.0,0.04316546762589928
325,1,35,0.43019819259643555,0.41491315194538664,0.4223024547100067,0.017818830572252004,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.7428571428571429
34303,1,280,0.4234350025653839,0.3829769752919674,0.38283640146255493,0.00717210894788024,0.4234350025653839,0.4188808004061381,0.413436222076416,1.0,1.0,0.04285714285714286
9571,1,174,0.4095360040664673,0.4060401938770009,0.409207284450531,0.007380433298364741,0.4095360040664673,0.4093168576558431,0.40927302837371826,1.0,1.0,0.8908045977011494
44646,0,454,0.42805060744285583,0.3887705285643691,0.38513731956481934,0.009821582551018228,0.42805060744285583,0.42644105354944867,0.424866771697998,1.0,1.0,0.1299559471365639
40274,0,203,0.4267871081829071,0.3819790009794564,0.3764500617980957,0.009517138286651553,0.4267871081829071,0.41984639565149945,0.41430004239082335,1.0,1.0,0.07881773399014778
36297,0,196,0.4054636061191559,0.3808866742314125,0.3764500617980957,0.007669108401017923,0.4054636061191559,0.4049407144387563,0.4039124548435211,1.0,1.0,0.04591836734693878
37645,0,5,0.4267871081829071,0.3938449859619141,0.3950008451938629,0.025233815928278547,0.4267871081829071,0.41207243005434674,0.3938449859619141,1.0,1.0,0.4
19944,0,284,0.43019819259643555,0.38329566616407584,0.3764500617980957,0.013961380049761564,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.11619718309859155
21123,0,196,0.4054636061191559,0.3809844079066296,0.3764500617980957,0.007712809999952145,0.4054636061191559,0.4050661524136861,0.40404447317123415,1.0,1.0,0.05102040816326531
43293,0,196,0.4054636061191559,0.3809094036720237,0.3764500617980957,0.007708111117018726,0.4054636061191559,0.40501176317532855,0.40399632453918455,1.0,1.0,0.05102040816326531
34528,0,196,0.4054636061191559,0.380928106453954,0.3764500617980957,0.007680487819522616,0.4054636061191559,0.40497665603955585,0.40396347641944885,1.0,1.0,0.05102040816326531
36940,0,196,0.4054636061191559,0.3809215499430287,0.3764500617980957,0.007688163600973756,0.4054636061191559,0.40481560428937274,0.40377241373062134,1.0,1.0,0.04591836734693878
4417,1,262,0.40514275431632996,0.3828555786882648,0.38283640146255493,0.006341344941940675,0.40514275431632996,0.40491273005803424,0.40445902943611145,1.0,1.0,0.03816793893129771
34113,0,196,0.4048759937286377,0.3809439074628207,0.3764500617980957,0.007674451926023417,0.4048759937286377,0.404664009809494,0.4037261724472046,1.0,1.0,0.04591836734693878
32862,0,196,0.4054636061191559,0.38090870879134353,0.3764500617980957,0.007702917331273678,0.4054636061191559,0.4049822489420573,0.40397130250930785,1.0,1.0,0.05102040816326531
44039,0,296,0.40514275431632996,0.3816022495361599,0.3788119703531265,0.007011839262798731,0.40514275431632996,0.4041848878065745,0.40371827483177186,1.0,1.0,0.037162162162162164
3518,1,194,0.42292144894599915,0.38166042501778946,0.3764500617980957,0.00892614937500983,0.42292144894599915,0.4181382954120636,0.4137399971485138,1.0,1.0,0.05670103092783505
26428,0,99,0.4029103219509125,0.3791223598851098,0.3764500617980957,0.006723465520306,0.4029103219509125,0.40169547001520794,0.39997549057006837,1.0,1.0,0.020202020202020204
30940,1,288,0.42358723282814026,0.3814459836317433,0.37733907997608185,0.007695256386555827,0.42358723282814026,0.41964005430539447,0.4138705551624298,1.0,1.0,0.03819444444444445
23201,0,89,0.4267871081829071,0.39833780152074405,0.3982689380645752,0.006802487403589329,0.4267871081829071,0.42046959201494855,0.4143596351146698,1.0,1.0,0.25842696629213485
16643,0,196,0.4054636061191559,0.3808705298876276,0.3764500617980957,0.007641833295230239,0.4054636061191559,0.4048034151395162,0.40376182198524474,1.0,1.0,0.04591836734693878
38862,0,196,0.4054636061191559,0.3808761867029326,0.3764500617980957,0.0076601145929344845,0.4054636061191559,0.4049009382724762,0.40385504961013796,1.0,1.0,0.04591836734693878
6476,1,324,0.4053388833999634,0.3837595648235745,0.38283640146255493,0.006677008779495777,0.4053388833999634,0.4051988422870636,0.40475164651870726,1.0,1.0,0.040123456790123455
54828,1,304,0.43019819259643555,0.3856548691462529,0.38283640146255493,0.013829066517690834,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.12171052631578948
46761,0,196,0.4054636061191559,0.38089418107149553,0.3764500617980957,0.007685971406815267,0.4054636061191559,0.4049152930577596,0.40389018058776854,1.0,1.0,0.05102040816326531
18799,0,184,0.4054636061191559,0.38072151237207913,0.3764500617980957,0.007698126408356411,0.4054636061191559,0.40499772628148395,0.4036447584629059,1.0,1.0,0.043478260869565216
14948,1,141,0.40461403131484985,0.38370769433941404,0.3783142566680908,0.008858534739958245,0.40461403131484985,0.4023754795392354,0.40029929876327514,1.0,1.0,0.014184397163120567
36797,0,93,0.3896174430847168,0.37749429415631036,0.3764500617980957,0.0044571723046899275,0.3896174430847168,0.38927650451660156,0.3884679913520813,1.0,1.0,0.0
31457,1,182,0.4241882264614105,0.3813482866837428,0.3764500617980957,0.00901765659787511,0.4241882264614105,0.41700146595637005,0.4121192991733551,1.0,1.0,0.07142857142857142
16924,0,196,0.4054636061191559,0.38089794878448757,0.3764500617980957,0.0076974460315010875,0.4054636061191559,0.40501858790715534,0.4039952516555786,1.0,1.0,0.05102040816326531
9250,1,1250,0.43048179149627686,0.3921147529602051,0.39321497082710266,0.007132694101881388,0.43048179149627686,0.42739511529604596,0.42455517053604125,1.0,1.0,0.0472
50913,1,1208,0.4244069755077362,0.3918365962211265,0.39309248328208923,0.005750607516662545,0.4244069755077362,0.42151017983754474,0.4198481857776642,1.0,1.0,0.04056291390728477
5170,1,1250,0.43048179149627686,0.39237591331005095,0.39353489875793457,0.007267687171334405,0.43048179149627686,0.42763761679331463,0.42429003715515134,1.0,1.0,0.0528
35602,0,196,0.4056410789489746,0.3808916092527156,0.3764500617980957,0.0076870479288013325,0.4056410789489746,0.4051308333873749,0.404142165184021,1.0,1.0,0.05612244897959184
29669,1,114,0.42707791924476624,0.38288989950690355,0.3764500617980957,0.011273658451287952,0.42707791924476624,0.4236941337585449,0.41941708922386167,1.0,1.0,0.08771929824561403
55266,0,183,0.4267871081829071,0.3810665863133519,0.3764500617980957,0.009009596567512658,0.4267871081829071,0.41984639565149945,0.41379663348197937,1.0,1.0,0.0546448087431694
42461,1,285,0.40904998779296875,0.38681016198375767,0.38283640146255493,0.010887343947789476,0.40904998779296875,0.40821465849876404,0.40784980058670045,1.0,1.0,0.1543859649122807
52147,0,255,0.4054636061191559,0.3808404484215905,0.37744081020355225,0.006615390945697462,0.4054636061191559,0.40522101521492004,0.4039803981781006,1.0,1.0,0.0392156862745098
23698,0,196,0.4054636061191559,0.38088021016850765,0.3764500617980957,0.007665733990362188,0.4054636061191559,0.4049443205197652,0.4039058268070221,1.0,1.0,0.05102040816326531
43482,0,99,0.4036831855773926,0.37930946608986515,0.3764500617980957,0.006583663846542945,0.4036831855773926,0.40172844131787616,0.40015127658843996,1.0,1.0,0.020202020202020204
45685,1,1250,0.4181530475616455,0.3943179440021515,0.39744478464126587,0.006628359396057599,0.4181530475616455,0.4116265873114268,0.40872753858566285,1.0,1.0,0.0112
33528,0,196,0.4054636061191559,0.3809500280387548,0.3764500617980957,0.007632669579101901,0.4054636061191559,0.40483322739601135,0.40377970933914187,1.0,1.0,0.04591836734693878
17597,0,196,0.4054636061191559,0.38090458770795743,0.3764500617980957,0.007688882378548992,0.4054636061191559,0.4048995574315389,0.4038677871227264,1.0,1.0,0.04591836734693878
24218,0,6,0.3954842984676361,0.38211992879708606,0.38522665202617645,0.0126558164522812,0.3954842984676361,0.39332571625709534,0.38633800745010377,1.0,1.0,0.0
27848,0,196,0.4054636061191559,0.38090016175897756,0.3764500617980957,0.007689334280307111,0.4054636061191559,0.4049135247866313,0.4038805902004242,1.0,1.0,0.04591836734693878
12494,0,196,0.4054636061191559,0.3809067952085514,0.3764500617980957,0.00770144551000434,0.4054636061191559,0.4049976070721944,0.4039634943008423,1.0,1.0,0.05102040816326531
22057,1,218,0.4054636061191559,0.3843188321371691,0.38283640146255493,0.007909068407304235,0.4054636061191559,0.40505413214365643,0.4042379140853882,1.0,1.0,0.05504587155963303
20204,0,42,0.43019819259643555,0.41880833109219867,0.4280191957950592,0.018522340919906666,0.43019819259643555,0.43019819259643555,0.43019819259643555,1.0,1.0,0.8571428571428571
46337,1,290,0.40514275431632996,0.3825978489785359,0.38283640146255493,0.0072740878199300365,0.40514275431632996,0.4045194685459137,0.4040987968444824,1.0,1.0,0.034482758620689655
13877,0,91,0.3896264135837555,0.37754152502332416,0.3764500617980957,0.0037553882599803533,0.3896264135837555,0.38868580261866253,0.38740321397781374,1.0,1.0,0.0
21686,1,263,0.40514275431632996,0.3798449617374986,0.3764500617980957,0.007423646929229687,0.40514275431632996,0.4045775830745697,0.404133665561676,1.0,1.0,0.04182509505703422
11565,1,1250,0.43048179149627686,0.3925652741909027,0.39363357424736023,0.007392034622606403,0.43048179149627686,0.42739511529604596,0.42387381196022034,1.0,1.0,0.0624
18905,1,1250,0.4054636061191559,0.39401749720573426,0.3978637158870697,0.008086165284658248,0.4054636061191559,0.4051317572593689,0.40410595536231997,1.0,1.0,0.008
54228,1,100,0.4047435224056244,0.38002255439758303,0.3764500617980957,0.0069687926552681944,0.4047435224056244,0.40323130289713544,0.4015142560005188,1.0,1.0,0.03
15743,1,276,0.4234326481819153,0.38263024454531464,0.38283640146255493,0.007035963728791205,0.4234326481819153,0.41958852608998615,0.413792085647583,1.0,1.0,0.03985507246376811
15966,0,10,0.4267871081829071,0.39340276420116427,0.3896006941795349,0.02101939118141562,0.4267871081829071,0.4202977220217387,0.4105760335922241,1.0,1.0,0.4
52090,1,217,0.42667263746261597,0.3849600197807435,0.38283640146255493,0.009420054663582358,0.42667263746261597,0.4240096112092336,0.4200439989566803,1.0,1.0,0.06912442396313365
4820,1,279,0.4232206642627716,0.3830136140828492,0.38283640146255493,0.006612286433964236,0.4232206642627716,0.4160533547401428,0.4116835415363312,1.0,1.0,0.03225806451612903
41226,1,321,0.42264699935913086,0.38443857626380207,0.38283640146255493,0.007855571610268829,0.42264699935913086,0.41801292697588605,0.4136090219020844,1.0,1.0,0.040498442367601244
3272,1,276,0.4246075749397278,0.38175929953222687,0.38283640146255493,0.007468745880261921,0.4246075749397278,0.41983888546625775,0.4154434442520142,1.0,1.0,0.036231884057971016
28657,1,180,0.4239506423473358,0.3812361149324311,0.38283640146255493,0.006645272377136402,0.4239506423473358,0.41748834649721783,0.40901079773902893,1.0,1.0,0.016666666666666666
24191,1,226,0.4228520393371582,0.38394863890335623,0.38283640146255493,0.007693995209324133,0.4228520393371582,0.4157265027364095,0.4074580430984497,1.0,1.0,0.01327433628318584
52870,0,5,0.4267871081829071,0.3938449859619141,0.3950008451938629,0.025233815928278547,0.4267871081829071,0.41207243005434674,0.3938449859619141,1.0,1.0,0.4
722,1,262,0.40514275431632996,0.38282752526170427,0.38283640146255493,0.006385368970201681,0.40514275431632996,0.40491273005803424,0.40445902943611145,1.0,1.0,0.03816793893129771
22720,0,196,0.4054636061191559,0.38089266814747635,0.3764500617980957,0.007667844362171266,0.4054636061191559,0.4047981897989909,0.4037586867809296,1.0,1.0,0.04591836734693878
13715,1,223,0.4236646294593811,0.3835876008052997,0.38283640146255493,0.0074142072648231225,0.4236646294593811,0.41658468047777814,0.40797294974327086,1.0,1.0,0.013452914798206279
36060,0,196,0.4054636061191559,0.3809142914049479,0.3764500617980957,0.0077132713853790905,0.4054636061191559,0.40505658586819965,0.4040524423122406,1.0,1.0,0.05102040816326531
18839,1,624,0.40550658106803894,0.3860482924546187,0.38678446412086487,0.0058281516914883615,0.40550658106803894,0.4049661656220754,0.4042128920555115,1.0,1.0,0.022435897435897436
6344,1,1224,0.43019819259643555,0.3923440899919061,0.39317193627357483,0.007058280391529725,0.43019819259643555,0.4279698332150777,0.4260280132293701,1.0,1.0,0.08251633986928104
45635,1,220,0.4267871081829071,0.38361833623864433,0.38283640146255493,0.007823883282844023,0.4267871081829071,0.41984639565149945,0.41048296689987185,1.0,1.0,0.013636363636363636
31112,0,24,0.4059596657752991,0.3957013127704461,0.39741775393486023,0.007538797521759908,0.4059596657752991,0.4032112956047058,0.40115625262260435,1.0,1.0,0.125
27917,1,56,0.4193558990955353,0.39429765354309765,0.39526447653770447,0.008740464303858143,0.4193558990955353,0.41677525639533997,0.40951626300811766,1.0,1.0,0.07142857142857142
48352,1,318,0.4259481430053711,0.38455955665441427,0.38283640146255493,0.007738638736920507,0.4259481430053711,0.41800838708877563,0.412804388999939,1.0,1.0,0.05345911949685535
7048,1,261,0.40514275431632996,0.3828520261008164,0.38283640146255493,0.006155412891542671,0.40514275431632996,0.40491273005803424,0.40445902943611145,1.0,1.0,0.038314176245210725
27121,0,302,0.40552014112472534,0.3836494896388212,0.38283640146255493,0.0068903098814917085,0.40552014112472534,0.40544087688128155,0.405007928609848,1.0,1.0,0.046357615894039736
37214,0,196,0.4054636061191559,0.3808714598417282,0.3764500617980957,0.007645175756475819,0.4054636061191559,0.40484792987505597,0.4038016200065613,1.0,1.0,0.04591836734693878
2700,1,511,0.39376094937324524,0.38781391197921244,0.3901425004005432,0.004966120345615827,0.39376094937324524,0.3928547501564026,0.39248013496398926,1.0,1.0,0.0
8816,1,1250,0.42017629742622375,0.39208032999038694,0.39325958490371704,0.006886828825609655,0.42017629742622375,0.4162664810816447,0.41502384543418885,1.0,1.0,0.0408
47440,1,194,0.40432170033454895,0.38238260795160667,0.38283640146255493,0.006702635245880655,0.40432170033454895,0.40261728564898175,0.4015243828296661,1.0,1.0,0.020618556701030927
39657,0,196,0.4054636061191559,0.3809034141654871,0.3764500617980957,0.007697394085138041,0.4054636061191559,0.4050021469593048,0.403985732793808,1.0,1.0,0.05102040816326531
